id	filename	md5	size	state
b9e79488-f2ba-4f91-9d0e-33ee1de7990a	TCGA-KN-8431-01Z-00-DX1.BAEA4392-5CD8-4B28-8A47-E9DCE88F5820.svs	e0dfdb37d88448d1475e56fc2dd61e6f	999950315	released
176e5c79-9a50-468c-92ea-b8f5b0a79c94	TCGA-KL-8323-01Z-00-DX1.01d72f6a-cc87-4082-8af4-738250ec4d9c.svs	2163a438fbcbdf2996d635d3b21f3d5e	1435204404	released
ab36638a-ec43-42e3-9a4a-101118f35ca7	TCGA-UW-A72H-01Z-00-DX1.25A52BAA-4000-4AC7-9B93-9D9790C8834A.svs	8dc065559b3c1693555cc11b1b7388b9	1288946082	released
6e588598-676f-426a-8235-8bd291937a5a	TCGA-UW-A72P-01Z-00-DX1.B16A8F4B-6E8E-4642-AEEF-EBD0613C372D.svs	4a5d80289d99ed47a4407882a796382d	2450154000	released
9abe99b5-ac44-4a8f-8bd3-626d59645232	TCGA-UW-A7GY-01Z-00-DX1.CD2CCA5D-C92B-409C-B5D6-1EB7C8A0B4CD.svs	c87900710701a20cadf2c627ecfc89ce	1905957156	released
9ee287f2-ae98-4ad9-a1c0-b9787ab43555	TCGA-KL-8335-01Z-00-DX1.3F291515-CD98-4D8F-A255-A10A69139242.svs	a5e8dfb731679b3bad0debbad40d1394	590490040	released
ce82807c-3cfe-4f86-b1e6-8c0ece6e0932	TCGA-NP-A5H1-01Z-00-DX1.ABF28359-B224-4C36-9217-C6DB90692848.svs	d399273648f183917c3ad649910cd677	196539072	released
ae0f4918-9ce5-4cbe-a70e-34ea9b363137	TCGA-KL-8341-01Z-00-DX1.eb0da21c-75f5-4de5-a753-12666eff0030.svs	b849dda6e9452e7d7e5cc90f3d8fd88b	1241477650	released
26d0e375-985a-46a8-a7da-393d32227180	TCGA-UW-A7GX-11Z-00-DX1.57C4FD28-5463-40C5-9E87-484F3326B395.svs	84126d2ed06d3d41a580f0031678d1f9	1145731400	released
752f78b3-cc25-4c53-a7f0-d86ad2fc45d8	TCGA-NP-A5H5-01Z-00-DX1.E6434A29-9182-4476-9E89-62B9C8EABC5B.svs	64b38950e8123163ff18f604b3e2671d	192790998	released
7d3d9e0b-ee85-4a8a-8868-0fe217a8311e	TCGA-KM-A7QA-01Z-00-DX1.971BE7D3-6E83-44C9-AFC4-50FE85E9C982.svs	5068f5d7d0397dee874a2edd2cde5c3c	781444727	released
7cc52db1-9eb1-4728-9dcf-ba70b2a99316	TCGA-UW-A72N-01Z-00-DX1.458F977B-AA32-4073-BDC6-FCAD44C6B83D.svs	73dfc8816c66ab7d9ced8ea8b102251b	1114395572	released
47e5a3e4-904e-4b72-abca-14ae4ca95b1b	TCGA-KN-8430-01Z-00-DX1.8192F868-A504-44E0-929B-7527EB37ECAB.svs	a60abb459b90bfce76c871e842ed7151	2212101927	released
d8f5f206-0ff7-4b74-8518-cff4926aa282	TCGA-KO-8416-01Z-00-DX1.AA58FA3E-02A6-4696-A4F6-2B11C5B0C0E8.svs	364b74c7e066d1d9f6ebe21ccb9e9f51	1436766025	released
72b4791a-3cf7-416a-ab7f-89c76355fd60	TCGA-KM-A7QD-01Z-00-DX1.E1FCB533-0017-4A90-9835-6CD26FEA30CA.svs	545ff517a94aa16cddb11f3f7471c3fc	1162699927	released
fb61e8eb-da72-4741-8010-9c5b3fe29dd0	TCGA-UW-A7GK-11Z-00-DX1.123382DA-3237-4467-ADDD-21A1617DF4E8.svs	c75494ea83e324fcb38978b76ebbdb93	1176001414	released
1885bd9d-5f04-4c3c-b28b-45091563f208	TCGA-KN-8424-01Z-00-DX1.4EC063E2-A058-4610-9B47-FCE2172955B6.svs	2acafc098387077ceafa6ba23d072e5e	1950857407	released
a8953ff0-254c-408b-a53f-ebdaa2b12d14	TCGA-KO-8415-01Z-00-DX1.CB5F5330-C4E6-4ABB-B9A5-92F94EF23837.svs	50b9eb60d7a1ebd56230c70bc562b62d	1078800083	released
161d52e8-75bf-4495-b107-2070d9ca0b6c	TCGA-UW-A7GR-11Z-00-DX1.33EC231A-1C19-48A5-B37E-14C79191DDD6.svs	9068314e4916714791ca470cc38310bd	1980565872	released
68fb224a-e1f5-4188-9edb-1170e576129e	TCGA-KL-8328-01Z-00-DX1.497ddcb5-0436-4c76-a633-4744e24e6efe.svs	f7e0565cc53bba2ae823dbc552375387	1406379264	released
30313086-bed0-4fa8-a4c8-c7077f4b6627	TCGA-KL-8325-01Z-00-DX1.330bdb6c-86ee-4577-9846-298080b4c2ad.svs	f58177ac0c2e300df97b407e969e9820	1494850390	released
c12d105f-5fd1-459b-9cba-308af17bf2c6	TCGA-KO-8403-01Z-00-DX1.47C5A937-3397-4313-BE8B-0C6E4B12C301.svs	18fad355840ea6bea43797f4011b90a8	1297028219	released
5867925e-69e1-4d5b-b8a2-d9faec105884	TCGA-UW-A7GR-01Z-00-DX1.094D510F-5348-4543-9F18-73815250F824.svs	6c2220de9d6a40250e80e8707e998ae9	1478967802	released
d241715d-93ac-4983-a1da-1448d3af21c3	TCGA-KO-8417-01Z-00-DX1.E145D87F-24DC-4336-98BD-2D142079D73D.svs	c9cf9af2b58b19dfe023393d475fe8fb	1761458151	released
7531c3bb-4a87-4100-8a87-18eb537f5ea8	TCGA-KN-8427-01Z-00-DX1.8B2A5B0B-977E-4ED9-A9D2-23FFFBA43B7C.svs	71657f6ec98f92099eb0cba788ef024f	1588769539	released
1a26d37b-26e7-4407-8c48-73637a9b6e4e	TCGA-KN-8432-01Z-00-DX1.D4136A31-C2DC-432C-96FB-FD5EE47ECC0D.svs	af34ebb835a922777431052a658bd986	323888457	released
7703c28f-9cc3-40a2-9d35-18556ff08a07	TCGA-KN-8419-01Z-00-DX1.15311E57-CCC5-4D15-88DC-0ED9FD2CF2D0.svs	f420c7f105d12fe0b2aab52391a55525	1982785195	released
baff16bb-e063-452b-94e5-08d559372fff	TCGA-UW-A7GU-01Z-00-DX1.30C1C11C-4113-4F8D-8372-5EE3DD33564D.svs	d4d37cc3564ce3a702c5a5adf1e1fbdd	720365928	released
771ddb1d-1d05-4a32-bb01-6355558965af	TCGA-UW-A72T-01Z-00-DX1.1F6EC843-0D4C-4231-99D2-82174C9FF94D.svs	e591d95f1cd0d34f00d818acbd7e6cce	1010481802	released
1a885d28-646f-4874-ab82-ccc79c270b31	TCGA-UW-A7GJ-11Z-00-DX1.97F9F149-FA58-4535-AE9B-237B8F87DEC7.svs	038d0c4ce5f16f450be488354db42c96	1253194132	released
0f694265-e39d-43e9-a21e-ee7599d38f28	TCGA-KN-8426-01Z-00-DX1.FA31AC9B-A378-467E-97CB-7EFA06B804A1.svs	f241111dcf393e008065a22835e716a8	711457525	released
d4e29474-b74d-49d7-94a6-2a55135bccb9	TCGA-KL-8340-01Z-00-DX1.85fe33f4-87d5-4e36-9389-d093cde30f80.svs	3a559e1c51ee350c130c4b1fe95f5b8a	1155978714	released
2c366785-0a2a-4f11-88b0-b740cc790605	TCGA-KM-A7QG-01Z-00-DX1.7275EEF1-1D4E-4471-89C3-5B99EC03515E.svs	17744eddf18d91a60790129e90ec7dd1	1317800365	released
1fdf4689-5086-40ab-8e6c-f33a0b601b3b	TCGA-KL-8330-01Z-00-DX1.30a61e5b-9379-498a-9aa4-60fd7a3a2f32.svs	612aef25c48499a4e8bb3a5493825fc6	1542727132	released
7fc39b7c-8754-4952-8f27-75c139330e4b	TCGA-KN-8437-01Z-00-DX1.573F2559-097F-4A87-9AB6-55BF2FEB724F.svs	ed7259f1274087243e0ba8bee1ea2055	998308461	released
2c2d1a72-9655-4eea-91fe-2a3d54ff838d	TCGA-UW-A7GY-11Z-00-DX1.7410A3EA-BFFD-4744-8DB2-66A409C0BFA9.svs	337883fb8957f931485cfcd971c1f0c2	430526190	released
26792656-309c-4dad-a404-d738e04a57e9	TCGA-KM-8440-01Z-00-DX1.528E053C-E8A4-464F-BE47-412836B1C31B.svs	b08d2c9f065780cb8e541c39523748a5	1889681701	released
7225d88e-38a1-472d-b345-fb05ab1e3a99	TCGA-KN-8429-01Z-00-DX1.473181A7-5F6A-4B68-B6E0-44EF34F67DA0.svs	a6a83e99cae49a7cc296e6a2e7a0201b	2050278313	released
dd280b08-5810-488a-aec0-58e0be559ad2	TCGA-UW-A7GL-01Z-00-DX1.BE2C0D9F-3F84-4363-9B79-01883E8F0306.svs	7924fdd88692e374acb95f8c0ea68df1	1963274202	released
2fe63e70-37a4-49a4-9497-a95f585c636b	TCGA-UW-A7GP-11Z-00-DX1.C89DD837-4B77-4CB5-8FAB-DF9315892B9B.svs	5a22b920e8f8d84ee55dfdd683b5ab76	1337351668	released
32ef2894-a8ee-4d01-b7a4-f0f45679c14b	TCGA-UW-A72M-01Z-00-DX1.D2F473F4-24A1-4F02-B02E-C5A0390F0C8F.svs	83f8e66250571b8e4904f9930ae92662	2063858880	released
2ccd562e-cc2e-45ed-9277-78c0802419f4	TCGA-KL-8324-01Z-00-DX1.d99a7299-8f9b-4881-8324-50ed2d63358c.svs	e6f54fa5a2cfbb012129d2707e1bb1ca	1053306684	released
f4141813-ed78-446e-b9b9-359a959a2ab5	TCGA-UW-A7GG-01Z-00-DX1.83625891-206C-4060-924A-166BE9E893A7.svs	3fc977cf96526fd522b61416faa73733	1639266820	released
50592459-0b4e-4129-b777-0b2004d919f3	TCGA-UW-A7GI-11Z-00-DX1.3D506541-C999-4897-B21B-2211ADB364AE.svs	abbdb7041522ba9c658cb9061880f562	1088932490	released
f11e9f51-8026-42f9-b0b7-ba0cff827410	TCGA-KN-8422-01Z-00-DX1.26F9BF86-6D2C-4C99-BFEB-A3708AD48734.svs	a15c29967660760594f02803a04dcde3	2227897183	released
bda8bb13-20c5-467a-87f8-87ebc3142eb9	TCGA-KM-8476-01Z-00-DX1.BDC7C35E-1B36-4CF6-9CF0-B63C68724EF2.svs	b8fc903fe19fd777f429380c2a500d96	713807597	released
170e9a01-cce0-4d53-aa30-7a5d5ddeba8c	TCGA-KL-8339-01Z-00-DX1.5826ea77-f0a1-4b47-acd7-62a6ba878dec.svs	e269495e7fbb43e2add964a3794579ce	2139228024	released
5d53f160-75b0-41a5-bb98-c2fc9bf3ea5b	TCGA-KN-8428-01Z-00-DX1.CA71B178-286E-4EDF-9B37-1D2CEE07F9F4.svs	cd2ff1dba1a8e512c67f40c1f733709b	1864527755	released
052cc058-79ae-4db5-9e89-39d6b79f7838	TCGA-KL-8346-01Z-00-DX1.af2fc9c2-98b7-471f-9777-08c7cc8c734e.svs	70950f3039a36c1b3482432852cfeceb	1177329982	released
5743f993-86fe-419e-b36e-fc7b9c5277f4	TCGA-UW-A72J-01Z-00-DX1.B62772BA-DC29-40C9-B5C8-AC47AFA0437D.svs	f0885f231ceeb83024bb4980dca13dc0	1493249266	released
e7ca245c-ebcd-442c-8092-63a7534a82c1	TCGA-UW-A72S-01Z-00-DX1.EA180EA6-ADD1-4ECC-89D8-082B185AC2B4.svs	1000cb7fadfd91b0e41e62a648be3ff1	2374520108	released
a7271d26-628e-4073-ae5f-fa75deb9c975	TCGA-NP-A5GY-01Z-00-DX1.F405475A-B246-42FB-8380-8953B328193E.svs	b8bd1cf87ef118f937f1bdf8469b0d33	222112566	released
e3383a93-190e-4c2b-8f5b-141214dd1ecc	TCGA-KO-8405-01Z-00-DX1.DB2F9FFE-B562-4D52-A4DF-E939DE99B5F7.svs	88cd7d1f66d8f037457954d53eecd0cb	1677920747	released
ba3f351d-f78f-4edd-929e-da730baa4813	TCGA-UW-A72K-01Z-00-DX1.F1E38D60-26AA-4D0E-8738-7711611D10D6.svs	be10aae8a5ec6b486a46d88e987e5eed	1184832260	released
181068e4-4e38-4e58-8b09-fd2edff37254	TCGA-KO-8404-01Z-00-DX1.0285FDDF-1C75-4DF3-BD59-285870B73B88.svs	c6ccd59c695c3a4c38f75a28313ed86c	1130006161	released
67329de8-6689-4a0c-874d-2a5c9239289f	TCGA-KM-8442-01Z-00-DX1.46835CE2-819D-4887-9633-422BC9F5E366.svs	6bc9f72d3d8bacc39fd200d8b74d6d66	2247620823	released
f6e0af99-5ce3-437f-9c0b-f322bd11dd81	TCGA-UW-A7GN-01Z-00-DX1.0DCDED5B-B0D4-4B0F-81DB-1534E331ED3C.svs	f1e36d70ca916caf07888d19586d3318	1370320186	released
f6e923a4-6fe6-4f8a-bc6a-850f93efec88	TCGA-KL-8332-01Z-00-DX1.3a375f5f-38e4-4022-8b36-5d8547870417.svs	40185195de563560283c216d079b9c91	2178187898	released
0a709187-bb10-4146-80f4-f46894d12a4d	TCGA-UW-A7GI-01Z-00-DX1.4A1709FC-F8F3-4509-A011-10CBF1B53DA9.svs	435a66f65a186eceaa4dd06f3a7d6bfd	1463222614	released
74737c0f-7713-46e9-81b1-95bee6a012f9	TCGA-KO-8407-01Z-00-DX1.4EB39EA8-2A33-48E1-88A6-EE3B544249AB.svs	a5c6691909192008a6f17f3659c4a751	1080428391	released
59795925-d879-4355-a60c-9af1089c1d65	TCGA-UW-A7GX-01Z-00-DX1.C99CCFC7-C714-4F0D-AC12-D88F6DFAEFB6.svs	aad15ca9e7b3cedd94d627d2c47535eb	1074179686	released
04b90155-930c-4546-a47b-da7674260009	TCGA-UW-A72L-01Z-00-DX1.0A459BE8-D799-441D-85C0-B02AF6EDC806.svs	f21daa9c3db9fd8355836c940f9b629b	985328290	released
bb966429-57b4-49c9-89d1-7cbb16f8d9ee	TCGA-KM-8477-01Z-00-DX1.5419F74B-EE1C-47C3-A5A7-B22768E613A8.svs	61e0f943f627198650b01a38a88430b0	1974190975	released
6afe9a22-db0a-4837-8adf-217e773e08ab	TCGA-KL-8345-01Z-00-DX1.e6265e77-7c45-4e54-a703-6d2013aba525.svs	06c70dae53c15df62427d6aa75ee8732	1653079376	released
a2463021-5029-4d1a-9cdf-9e3470144bcf	TCGA-KL-8331-01Z-00-DX1.3c39f9b9-b639-4bca-a415-bf7427ea2ba5.svs	01d9ac147d647bfc6aa61b4d4584686b	1269280738	released
09d7a60b-9c9f-4bf4-b5e5-6cc1333dd8ec	TCGA-KM-A7QL-01Z-00-DX1.2447532C-3635-4F36-952E-F5A5A566A7DB.svs	9e946cef6f0b83d5c953aa20414b1447	1203480689	released
b9a722eb-786e-4cc1-9b91-433053feb424	TCGA-UW-A7GJ-01Z-00-DX1.5CA0FD93-E237-4AEC-84D6-0199A62105DE.svs	7bcf95a676bb15038bcba0b7d9668a99	1509483110	released
330c93a2-c4f7-4147-ac1c-cd2f20b14f0a	TCGA-KN-8436-01Z-00-DX1.0CCCF11D-ED0E-4575-8F25-813415391524.svs	6823a035c559ce2f095541e37e7f6070	1780252143	released
10b8519f-0761-4069-bd15-f335609f0fae	TCGA-KN-8418-01Z-00-DX1.376DD52D-EF98-4564-B8E3-FE4D219A5C88.svs	818f699141dcc9e44042c550383b0a33	2319195871	released
666a6165-98f0-4b5c-ac2d-c2f5bc25a156	TCGA-A3-3374-01Z-00-DX1.560b8f9f-5195-43e0-be52-73aede19e077.svs	d627c765238e2fc47055240949dd0dac	345957837	released
c9290765-7e2e-401c-9e4e-4f6a7e1efc26	TCGA-AK-3433-01Z-00-DX1.53f1ec0a-bb16-4899-bdc7-99c6e61f729e.svs	4f5889747294230b7cbe3d5cfe9b3578	789429385	released
f293c6f4-67c2-4e1a-b8e3-79a4f7fea185	TCGA-AK-3440-01Z-00-DX1.ea0763b1-4262-4c75-9f76-080af1ffeab7.svs	0dcf01e0ab2ee7df67b34bd70191bd9e	104688881	released
489f2840-c27a-4009-ac4b-1ef5018b3136	TCGA-AK-3447-01Z-00-DX1.3ed3ae76-21b2-46d0-bcb8-2d9ff54908ce.svs	eda5ce67a96edf1531ac85c3c88ab331	427214643	released
aac178db-6cb7-4204-9869-a52fa597a3ae	TCGA-AK-3465-01Z-00-DX1.17a6b1da-f8b4-4bfb-98f0-6cf6a71f27d7.svs	78c500a4b516ed5f6e17273295f8e217	258879861	released
72d911af-73e7-4270-9e5b-f81c769094ff	TCGA-AS-3777-01Z-00-DX1.3c2ee8f6-91f4-46e6-a84b-676d8560f3d4.svs	f3b01895d17b4f3cff1d741b91170fea	100037719	released
54080606-54e3-4cc6-b5af-c3a849296401	TCGA-B0-4688-01Z-00-DX1.cb882331-49f1-4662-b142-0e9836993eb4.svs	90af94036db82ac67611b97cfd939916	902477939	released
5dda9a4c-8f30-4079-939d-bcf93d46a807	TCGA-B0-4696-01Z-00-DX1.87ac4060-189a-4187-a7ed-9bc5fcfa6feb.svs	7f995f19e48b31c64f0ed6a576cc279c	874280015	released
